test_file	pre_sha256	post_sha256	changed
tests/quality/QT_COMPLIANCE/test_qt_requirement_traceability_manifest.py	4a00f0413eaa	9b4da30db98a	Y
tests/smoke/SM1.2_NoUnguardedRoute/test_no_unguarded_route_meta.py	ec47dc573db2	ec47dc573db2	N
tests/integration/IT1.11_IntegrationMeldOptionalityHttp/test_integration_meld_optionality_http.py	1a46fc771f42	1a46fc771f42	N
tests/integration/IT1.15_IntegrationScopedOps/test_integration_scoped_ops.py	32f194144689	32f194144689	N
tests/integration/IT1.18_IntegrationSedlikeTransactionHttp/test_integration_sedlike_transaction_http.py	91d3c7cb2c10	91d3c7cb2c10	N
tests/integration/IT1.4_IntegrationConfigMatrixHarnessHttp/test_integration_config_matrix_harness_http.py	34ca40133626	34ca40133626	N
tests/integration/IT1.22_IntegrationYamlFileStructuredOps/test_integration_yaml_file_structured_ops.py	2d28c2c1a7dc	2d28c2c1a7dc	N
tests/integration/IT1.14_IntegrationRemoteStorageBackendsHttp/test_integration_remote_storage_backends_http.py	c3e3015c2288	c3e3015c2288	N
tests/integration/IT1.24_SystemConversionBackendSelection/test_system_conversion_backend_selection.py	efbd4dd565cf	efbd4dd565cf	N
tests/integration/IT1.8_IntegrationIterativeCycleGuardHttp/test_integration_iterative_cycle_guard_http.py	907b439b2aed	907b439b2aed	N
tests/integration/IT1.3_IntegrationBase64FileOps/test_integration_base64_file_ops.py	df1c4fc093b3	df1c4fc093b3	N
tests/integration/IT1.10_IntegrationMarkdownAdvancedHttp/test_integration_markdown_advanced_http.py	bf35ab71a4b3	bf35ab71a4b3	N
tests/integration/IT1.7_IntegrationGoogleDriveLiveHttp/test_integration_google_drive_live_http.py	47413d4ac9d1	c5df3d804b0b	Y
tests/integration/IT_CFG06_A2AEvents/test_a2a_events_integration.py	6f832cccb755	8346b2f6e8de	Y
tests/integration/IT1.9_IntegrationJsonYamlGetMergeHttp/test_integration_json_yaml_get_merge_http.py	d1ba228ab69b	d1ba228ab69b	N
tests/integration/IT1.19_IntegrationStoryMultitypeCrudHttp/test_integration_story_multitype_crud_http.py	be6d15aa117b	be6d15aa117b	N
tests/integration/IT1.6_IntegrationFilesystemPathToolsHttp/test_integration_filesystem_path_tools_http.py	22e9ea6f8b13	22e9ea6f8b13	N
tests/integration/IT1.1_DockerContainerRemoteStorageBackends/test_docker_container_remote_storage_backends.py	e60d3e51fe6e	e60d3e51fe6e	N
tests/integration/IT1.23_ServerHttpIntegration/test_server_http_integration.py	507b2bf000f0	507b2bf000f0	N
tests/integration/IT1.27_IntegrationJobsManagedFileOps/test_integration_jobs_managed_file_ops.py	41f01bcd861d	874691a22dad	Y
tests/integration/IT1.17_IntegrationSedlikeFileHttp/test_integration_sedlike_file_http.py	4a4d65d4bc40	4a4d65d4bc40	N
tests/integration/IT1.13_IntegrationRemoteBackendToolMatrixHttp/test_integration_remote_backend_tool_matrix_http.py	bb240c2fcbde	5857fad07925	Y
tests/integration/IT1.2_DockerContainerRuntime/test_docker_container_runtime.py	31216198ba7f	31216198ba7f	N
tests/integration/IT1.26_IntegrationConfigCrudIdentityWorkflow/test_integration_config_crud_identity_workflow.py	6fdd0a604bfc	847750691286	Y
tests/integration/IT1.12_IntegrationMultiProfileRoutingHttp/test_integration_multi_profile_routing_http.py	e4063eb872f0	e4063eb872f0	N
tests/integration/IT1.20_IntegrationStructuredAuditSnapshot/test_integration_structured_audit_snapshot.py	8cf317851506	8cf317851506	N
tests/integration/IT1.25_IntegrationA2AAuthContract/test_integration_a2a_auth_contract.py	d00d4d026872	d00d4d026872	N
tests/integration/IT1.5_IntegrationDiffFilesHttp/test_integration_diff_files_http.py	75045409e036	75045409e036	N
tests/integration/IT1_30_AuthStatusProbe/test_auth_status_probe.py	4b9fad29c557	acb16dbf49f7	Y
tests/integration/IT1.16_IntegrationSearchHttp/test_integration_search_http.py	fd31907fcf15	fd31907fcf15	N
tests/integration/IT1.21_IntegrationStructuredFormats/test_integration_structured_formats.py	4afe30d4fe89	4afe30d4fe89	N
